country,code,year,literacy_rate,avg_years_of_education,population,region
Malta,MLT,2015,93.0,11.53,444978.0,Europe
Malta,MLT,2020,93.0,12.09,518212.0,Europe
Marshall Islands,MHL,2011,98.0,2.72,51927.0,Oceania
Martinique,MTQ,1950,72.5,2.72,232081.0,North America
Martinique,MTQ,1982,93.0,2.72,335051.0,North America
Mauritania,MRT,2000,51.0,5.324999999999999,2613450.0,Africa
Mauritania,MRT,2013,62.0,5.324999999999999,3734324.0,Africa
Mauritania,MRT,2015,65.11202,5.1,3965959.0,Africa
Mauritania,MRT,2020,59.52966,5.55,4600136.0,Africa
Mauritius,MUS,1870,52.5,0.19,338968.0,Africa
Mauritius,MUS,1875,52.5,0.23,354902.0,Africa
Mauritius,MUS,1880,52.5,0.3,371529.0,Africa
Mauritius,MUS,1885,52.5,0.38,380605.0,Africa
Mauritius,MUS,1890,52.5,0.48,387869.0,Africa
Mauritius,MUS,1895,52.5,0.6,390765.0,Africa
Mauritius,MUS,1900,52.5,1.07,392834.0,Africa
Mauritius,MUS,1905,52.5,1.28,394091.0,Africa
Mauritius,MUS,1910,52.5,1.48,395786.0,Africa
Mauritius,MUS,1915,52.5,1.63,401149.0,Africa
Mauritius,MUS,1920,52.5,1.78,406448.0,Africa
Mauritius,MUS,1925,52.5,1.93,414906.0,Africa
Mauritius,MUS,1930,52.5,2.09,424691.0,Africa
Mauritius,MUS,1935,52.5,2.27,437998.0,Africa
Mauritius,MUS,1940,52.5,2.32,454310.0,Africa
Mauritius,MUS,1945,52.5,2.39,484770.0,Africa
Mauritius,MUS,1950,52.5,2.51,525560.0,Africa
Mauritius,MUS,1955,52.5,2.93,599593.0,Africa
Mauritius,MUS,1960,52.5,3.6,680332.0,Africa
Mauritius,MUS,1965,52.5,4.3,752668.0,Africa
Mauritius,MUS,1970,52.5,4.98,827700.0,Africa
Mauritius,MUS,1975,52.5,5.18,888031.0,Africa
Mauritius,MUS,1980,52.5,5.52,954221.0,Africa
Mauritius,MUS,1985,52.5,6.09,1025066.0,Africa
Mauritius,MUS,1990,80.0,6.85,1089033.0,Africa
Mauritius,MUS,1995,80.0,7.07,1159824.0,Africa
Mauritius,MUS,2000,84.0,7.07,1216632.0,Africa
Mauritius,MUS,2005,84.0,8.16,1257215.0,Africa
Mauritius,MUS,2010,84.0,9.44,1282710.0,Africa
Mauritius,MUS,2011,89.0,2.39,1286270.0,Africa
Mauritius,MUS,2012,92.0,2.39,1289174.0,Africa
Mauritius,MUS,2013,91.0,2.39,1290988.0,Africa
Mauritius,MUS,2014,92.0,2.39,1292006.0,Africa
Mauritius,MUS,2015,93.0,9.9,1292283.0,Africa
Mauritius,MUS,2016,93.0,2.39,1291807.0,Africa
Mauritius,MUS,2020,93.0,10.4,1283231.0,Africa
Mexico,MEX,1870,22.3,0.38,9178007.0,North America
Mexico,MEX,1875,22.3,0.45,9682095.0,North America
Mexico,MEX,1880,22.3,0.54,10259540.0,North America
Mexico,MEX,1885,22.3,0.63,10871001.0,North America
Mexico,MEX,1890,22.3,0.71,11538689.0,North America
Mexico,MEX,1895,22.3,0.78,12379137.0,North America
Mexico,MEX,1900,22.3,0.85,13261087.0,North America
Mexico,MEX,1905,22.3,1.08,13932988.0,North America
Mexico,MEX,1910,27.7,1.33,14503032.0,North America
Mexico,MEX,1915,27.7,1.47,14511060.0,North America
Mexico,MEX,1920,27.7,1.47,14579605.0,North America
Mexico,MEX,1921,33.8,2.24,14701588.0,North America
Mexico,MEX,1925,33.8,1.6,15516188.0,North America
Mexico,MEX,1930,38.5,1.7,16689077.0,North America
Mexico,MEX,1935,38.5,1.98,18154022.0,North America
Mexico,MEX,1940,46.0,2.25,19982850.0,North America
Mexico,MEX,1945,46.0,2.24,23398651.0,North America
Mexico,MEX,1950,62.5,2.2,27587941.0,North America
Mexico,MEX,1955,62.5,2.36,31650600.0,North America
Mexico,MEX,1960,62.5,2.55,36724614.0,North America
Mexico,MEX,1965,62.5,3.02,43174476.0,North America
Mexico,MEX,1970,62.5,3.48,50814958.0,North America
Mexico,MEX,1975,62.5,4.19,58982403.0,North America
Mexico,MEX,1980,83.0,5.01,67300338.0,North America
Mexico,MEX,1985,83.0,5.9,75043415.0,North America
Mexico,MEX,1990,88.0,6.68,82820170.0,North America
Mexico,MEX,1995,88.0,7.37,90862449.0,North America
Mexico,MEX,2000,91.0,7.96,98625553.0,North America
Mexico,MEX,2002,90.0,2.24,101548627.0,North America
Mexico,MEX,2004,91.0,2.24,104394131.0,North America
Mexico,MEX,2005,92.0,8.9,105811504.0,North America
Mexico,MEX,2006,92.0,2.24,107253666.0,North America
Mexico,MEX,2007,93.0,2.24,108774356.0,North America
Mexico,MEX,2008,93.0,2.24,110374286.0,North America
Mexico,MEX,2009,93.0,2.24,111999720.0,North America
Mexico,MEX,2010,93.0,9.18,113623898.0,North America
Mexico,MEX,2011,94.0,2.24,115243503.0,North America
Mexico,MEX,2012,94.0,2.24,116818208.0,North America
Mexico,MEX,2013,94.0,2.24,118343572.0,North America
Mexico,MEX,2014,95.0,2.24,119784265.0,North America
Mexico,MEX,2015,94.0,9.65,121072310.0,North America
Mexico,MEX,2016,95.0,2.24,122251344.0,North America
Mexico,MEX,2017,95.0,2.24,123400052.0,North America
Mexico,MEX,2018,95.0,2.24,124573713.0,North America
Mexico,MEX,2020,95.0,10.18,126799053.0,North America
Moldova,MDA,1989,96.0,10.82,4439386.0,Europe
Moldova,MDA,2000,97.0,10.82,4234969.0,Europe
Moldova,MDA,2014,99.0,10.82,3342715.0,Europe
Moldova,MDA,2015,99.0,10.8,3287168.0,Europe
Moldova,MDA,2020,99.0,10.84,3069135.0,Europe
Monaco,MCO,1950,96.5,2.72,19689.0,Europe
Mongolia,MNG,1950,57.5,9.885,781691.0,Asia
Mongolia,MNG,2000,98.0,9.885,2455182.0,Asia
Mongolia,MNG,2010,98.0,9.885,2701739.0,Asia
Mongolia,MNG,2015,98.0,9.77,2976528.0,Asia
Mongolia,MNG,2018,96.89635,9.885,3167714.0,Asia
Mongolia,MNG,2020,99.0,10.0,3290786.0,Asia
Mongolia,MNG,2022,98.72622,9.885,3386015.0,Asia
Montenegro,MNE,1981,90.0,2.72,589916.0,Europe
Montenegro,MNE,1991,93.0,2.72,623564.0,Europe
Montenegro,MNE,2003,98.0,2.72,633563.0,Europe
Montenegro,MNE,2011,98.0,2.72,632689.0,Europe
Montenegro,MNE,2018,98.5344,2.72,615798.0,Europe
Morocco,MAR,1870,12.5,0.01,3473255.0,Africa
Morocco,MAR,1875,12.5,0.01,3650097.0,Africa
Morocco,MAR,1880,12.5,0.01,3835941.0,Africa
Morocco,MAR,1885,12.5,0.01,4031247.0,Africa
Morocco,MAR,1890,12.5,0.01,4235595.0,Africa
Morocco,MAR,1895,12.5,0.01,4444420.0,Africa
Morocco,MAR,1900,12.5,0.01,4681030.0,Africa
Morocco,MAR,1905,12.5,0.01,5052737.0,Africa
Morocco,MAR,1910,12.5,0.01,5437479.0,Africa
Morocco,MAR,1915,12.5,0.04,5609795.0,Africa
Morocco,MAR,1920,12.5,0.07,5772593.0,Africa
Morocco,MAR,1925,12.5,0.1,6078012.0,Africa
Morocco,MAR,1930,12.5,0.16,6447923.0,Africa
Morocco,MAR,1935,12.5,0.19,7011899.0,Africa
Morocco,MAR,1940,12.5,0.22,7641938.0,Africa
Morocco,MAR,1945,12.5,0.26,8246076.0,Africa
Morocco,MAR,1950,12.5,0.3,8935456.0,Africa
Morocco,MAR,1955,12.5,0.39,10158130.0,Africa
Morocco,MAR,1960,12.5,0.51,11624932.0,Africa
Morocco,MAR,1965,12.5,0.75,13239173.0,Africa
Morocco,MAR,1970,12.5,1.05,15129453.0,Africa
Morocco,MAR,1975,12.5,1.43,17150790.0,Africa
Morocco,MAR,1980,12.5,1.88,19459942.0,Africa
Morocco,MAR,1982,30.0,0.26,20520324.0,Africa
Morocco,MAR,1985,30.0,2.45,22113953.0,Africa
Morocco,MAR,1990,30.0,3.05,24375558.0,Africa
Morocco,MAR,1994,42.0,0.26,26000824.0,Africa
Morocco,MAR,1995,42.0,3.64,26399431.0,Africa
Morocco,MAR,2000,42.0,4.09,28423439.0,Africa
Morocco,MAR,2004,52.0,0.26,29953021.0,Africa
Morocco,MAR,2005,52.0,4.63,30358145.0,Africa
Morocco,MAR,2008,55.0,0.26,31606769.0,Africa
Morocco,MAR,2009,56.0,0.26,32030779.0,Africa
Morocco,MAR,2010,56.0,5.27,32467009.0,Africa
Morocco,MAR,2011,67.0,0.26,32912585.0,Africa
Morocco,MAR,2012,69.0,0.26,33355246.0,Africa
Morocco,MAR,2014,76.0,0.26,34204784.0,Africa
Morocco,MAR,2015,76.0,6.15,34607590.0,Africa
Morocco,MAR,2020,76.0,6.83,36584208.0,Africa
Mozambique,MOZ,1870,3.0,0.01,4612417.0,Africa
Mozambique,MOZ,1875,3.0,0.01,4546983.0,Africa
Mozambique,MOZ,1880,3.0,0.01,4487730.0,Africa
Mozambique,MOZ,1885,3.0,0.01,4479963.0,Africa
Mozambique,MOZ,1890,3.0,0.01,4466734.0,Africa
Mozambique,MOZ,1895,3.0,0.01,4369532.0,Africa
Mozambique,MOZ,1900,3.0,0.01,4251279.0,Africa
Mozambique,MOZ,1905,3.0,0.02,4073378.0,Africa
Mozambique,MOZ,1910,3.0,0.02,3902611.0,Africa
Mozambique,MOZ,1915,3.0,0.03,3796542.0,Africa
Mozambique,MOZ,1920,3.0,0.03,3756127.0,Africa
Mozambique,MOZ,1925,3.0,0.07,4001465.0,Africa
Mozambique,MOZ,1930,3.0,0.12,4308103.0,Africa
Mozambique,MOZ,1935,3.0,0.15,4620901.0,Africa
Mozambique,MOZ,1940,3.0,0.39,4965561.0,Africa
Mozambique,MOZ,1945,3.0,0.44,5416386.0,Africa
Mozambique,MOZ,1950,3.0,0.52,5910234.0,Africa
Mozambique,MOZ,1955,3.0,0.7,6274475.0,Africa
Mozambique,MOZ,1960,3.0,0.88,6713698.0,Africa
Mozambique,MOZ,1965,3.0,1.06,7406419.0,Africa
Mozambique,MOZ,1970,3.0,1.06,8250504.0,Africa
Mozambique,MOZ,1975,3.0,1.0,9540822.0,Africa
Mozambique,MOZ,1980,27.0,1.19,11336220.0,Africa
Mozambique,MOZ,1985,27.0,1.25,12548951.0,Africa
Mozambique,MOZ,1990,27.0,1.06,13094535.0,Africa
Mozambique,MOZ,1995,27.0,0.98,15960530.0,Africa
Mozambique,MOZ,1997,39.0,0.44,16949988.0,Africa
Mozambique,MOZ,2000,39.0,1.13,18129652.0,Africa
Mozambique,MOZ,2003,48.0,0.44,19392477.0,Africa
Mozambique,MOZ,2005,48.0,1.34,20304577.0,Africa
Mozambique,MOZ,2009,51.0,0.44,22391751.0,Africa
Mozambique,MOZ,2010,51.0,2.03,22999234.0,Africa
Mozambique,MOZ,2015,56.0,3.31,26547576.0,Africa
Mozambique,MOZ,2017,61.0,0.44,28166397.0,Africa
Mozambique,MOZ,2020,60.0,4.22,30783685.0,Africa
Myanmar,MMR,1870,28.4,0.05,4089958.0,Asia
Myanmar,MMR,1875,28.4,0.07,3849453.0,Asia
Myanmar,MMR,1880,28.4,0.1,3772362.0,Asia
Myanmar,MMR,1885,28.4,0.16,5065282.0,Asia
Myanmar,MMR,1890,28.4,0.23,6940165.0,Asia
Myanmar,MMR,1895,28.4,0.29,8207634.0,Asia
Myanmar,MMR,1900,28.4,0.36,9411380.0,Asia
Myanmar,MMR,1901,28.4,1.2,9603751.0,Asia
Myanmar,MMR,1905,28.4,0.45,10208880.0,Asia
Myanmar,MMR,1910,28.4,0.53,10934246.0,Asia
Myanmar,MMR,1911,29.4,1.2,11048878.0,Asia
Myanmar,MMR,1915,29.4,0.83,11412080.0,Asia
Myanmar,MMR,1920,29.4,0.92,11923214.0,Asia
Myanmar,MMR,1921,35.7,1.2,12041462.0,Asia
Myanmar,MMR,1925,35.7,0.98,12544694.0,Asia
Myanmar,MMR,1930,35.7,1.09,13231889.0,Asia
Myanmar,MMR,1931,40.2,1.2,13393893.0,Asia
Myanmar,MMR,1935,40.2,1.16,14122063.0,Asia
Myanmar,MMR,1940,40.2,1.23,15124546.0,Asia
Myanmar,MMR,1945,40.2,1.2,16364542.0,Asia
Myanmar,MMR,1950,57.5,1.17,17737123.0,Asia
Myanmar,MMR,1955,57.5,1.25,19550488.0,Asia
Myanmar,MMR,1960,57.5,1.27,21730255.0,Asia
Myanmar,MMR,1965,57.5,1.44,24279437.0,Asia
Myanmar,MMR,1970,57.5,1.52,27193015.0,Asia
Myanmar,MMR,1975,57.5,1.69,30176563.0,Asia
Myanmar,MMR,1980,57.5,2.34,33227204.0,Asia
Myanmar,MMR,1983,79.0,1.2,35162714.0,Asia
Myanmar,MMR,1985,79.0,2.87,36622832.0,Asia
Myanmar,MMR,1990,79.0,2.99,39817253.0,Asia
Myanmar,MMR,1995,79.0,3.4,42605343.0,Asia
Myanmar,MMR,2000,90.0,3.89,45290850.0,Asia
Myanmar,MMR,2005,90.0,4.45,47438362.0,Asia
Myanmar,MMR,2010,90.0,5.11,49024376.0,Asia
Myanmar,MMR,2014,90.0,1.2,50681635.0,Asia
Myanmar,MMR,2015,90.0,5.9,51089060.0,Asia
Myanmar,MMR,2019,89.0,1.2,52640718.0,Asia
Myanmar,MMR,2020,89.0,6.48,53016525.0,Asia
Namibia,NAM,1991,76.0,6.76,1415689.0,Africa
Namibia,NAM,2001,85.0,6.76,1857059.0,Africa
Namibia,NAM,2011,88.0,6.76,2146331.0,Africa
Namibia,NAM,2015,88.0,6.64,2374305.0,Africa
Namibia,NAM,2020,88.0,6.88,2728760.0,Africa
Nauru,NRU,1950,72.5,2.72,3424.0,Oceania
Nauru,NRU,2023,96.58654,2.72,11900.0,Oceania
Nepal,NPL,1870,3.0,0.01,4636798.0,Asia
Nepal,NPL,1875,3.0,0.01,4734287.0,Asia
Nepal,NPL,1880,3.0,0.01,4837147.0,Asia
Nepal,NPL,1885,3.0,0.01,4942181.0,Asia
Nepal,NPL,1890,3.0,0.01,5039496.0,Asia
Nepal,NPL,1895,3.0,0.01,5075388.0,Asia
Nepal,NPL,1900,3.0,0.01,5116267.0,Asia
Nepal,NPL,1905,3.0,0.01,5252063.0,Asia
Nepal,NPL,1910,3.0,0.01,5384368.0,Asia
Nepal,NPL,1915,3.0,0.01,5377823.0,Asia
Nepal,NPL,1920,3.0,0.07,5360778.0,Asia
Nepal,NPL,1925,3.0,0.08,5351485.0,Asia
Nepal,NPL,1930,3.0,0.08,5343320.0,Asia
Nepal,NPL,1935,3.0,0.09,5342207.0,Asia
Nepal,NPL,1940,3.0,0.09,5500086.0,Asia
Nepal,NPL,1945,3.0,0.11,6783863.0,Asia
Nepal,NPL,1950,3.0,0.11,8396610.0,Asia
Nepal,NPL,1955,3.0,0.12,9257985.0,Asia
Nepal,NPL,1960,3.0,0.14,10123664.0,Asia
Nepal,NPL,1965,3.0,0.28,11173411.0,Asia
Nepal,NPL,1970,3.0,0.52,12436191.0,Asia
Nepal,NPL,1975,3.0,0.75,13870692.0,Asia
Nepal,NPL,1980,3.0,1.04,15553106.0,Asia
Nepal,NPL,1981,21.0,0.11,15922422.0,Asia
Nepal,NPL,1985,21.0,1.86,17477694.0,Asia
Nepal,NPL,1990,21.0,2.58,19524579.0,Asia
Nepal,NPL,1991,33.0,0.11,20036507.0,Asia
Nepal,NPL,1995,33.0,2.76,22245443.0,Asia
Nepal,NPL,2000,33.0,3.13,24546509.0,Asia
Nepal,NPL,2001,49.0,0.11,24946755.0,Asia
Nepal,NPL,2005,49.0,3.74,26309462.0,Asia
Nepal,NPL,2010,49.0,4.44,27341955.0,Asia
Nepal,NPL,2011,60.0,0.11,27464499.0,Asia
Nepal,NPL,2015,60.0,5.44,27823631.0,Asia
Nepal,NPL,2016,65.50101,0.11,27955471.0,Asia
Nepal,NPL,2019,68.7125,0.11,28414066.0,Asia
Nepal,NPL,2020,68.7125,6.19,28966580.0,Asia
Netherlands,NLD,1475,17.0,5.14,1086367.0,Europe
Netherlands,NLD,1550,12.0,5.14,1543183.0,Europe
Netherlands,NLD,1650,53.0,5.14,2000000.0,Europe
Netherlands,NLD,1750,85.0,5.14,2163333.0,Europe
Netherlands,NLD,1870,85.0,2.94,3614507.0,Europe
Netherlands,NLD,1875,85.0,3.01,3818059.0,Europe
Netherlands,NLD,1880,85.0,3.11,4040346.0,Europe
Netherlands,NLD,1885,85.0,3.2,4278108.0,Europe
Netherlands,NLD,1890,85.0,3.28,4533266.0,Europe
Netherlands,NLD,1895,85.0,3.37,4823360.0,Europe
Netherlands,NLD,1900,85.0,3.46,5140189.0,Europe
Netherlands,NLD,1905,85.0,3.63,5510433.0,Europe
Netherlands,NLD,1910,85.0,3.8,5914229.0,Europe
Netherlands,NLD,1915,85.0,3.99,6357392.0,Europe
Netherlands,NLD,1920,85.0,4.16,6834137.0,Europe
Netherlands,NLD,1925,85.0,4.35,7334781.0,Europe
Netherlands,NLD,1930,85.0,4.5,7859443.0,Europe
Netherlands,NLD,1935,85.0,4.73,8351461.0,Europe
Netherlands,NLD,1940,85.0,4.95,8868956.0,Europe
Netherlands,NLD,1945,85.0,5.14,9459164.0,Europe
Netherlands,NLD,1950,98.5,6.14,10113759.0,Europe
Netherlands,NLD,1955,98.5,6.2,10751231.0,Europe
Netherlands,NLD,1960,98.5,6.25,11486909.0,Europe
Netherlands,NLD,1965,98.5,7.49,12301136.0,Europe
Netherlands,NLD,1970,98.5,8.48,13052082.0,Europe
Netherlands,NLD,1975,98.5,9.28,13680033.0,Europe
Netherlands,NLD,1980,98.5,9.87,14162686.0,Europe
Netherlands,NLD,1985,98.5,10.22,14538958.0,Europe
Netherlands,NLD,1990,98.5,10.59,15030886.0,Europe
Netherlands,NLD,1995,98.5,10.88,15565034.0,Europe
Netherlands,NLD,2000,98.5,11.14,16058757.0,Europe
Netherlands,NLD,2005,98.5,11.15,16465707.0,Europe
Netherlands,NLD,2010,98.5,11.71,16771232.0,Europe
Netherlands,NLD,2015,98.5,11.74,17107429.0,Europe
Netherlands,NLD,2020,98.5,11.82,17636732.0,Europe
Netherlands Antilles,ANT,1950,72.5,2.72,110189.0,North America
New Caledonia,NCL,1950,37.5,2.72,63807.0,Oceania
New Caledonia,NCL,1976,91.0,2.72,142105.0,Oceania
New Caledonia,NCL,1989,93.0,2.72,172043.0,Oceania
New Caledonia,NCL,1996,96.0,2.72,205048.0,Oceania
New Zealand,NZL,1870,98.5,3.58,288500.0,Oceania
New Zealand,NZL,1875,98.5,3.47,389958.0,Oceania
New Zealand,NZL,1880,98.5,3.62,510014.0,Oceania
New Zealand,NZL,1885,98.5,3.86,587658.0,Oceania
New Zealand,NZL,1890,98.5,4.12,662272.0,Oceania
New Zealand,NZL,1895,98.5,4.35,731648.0,Oceania
New Zealand,NZL,1900,98.5,4.5,809099.0,Oceania
New Zealand,NZL,1905,98.5,4.68,917106.0,Oceania
New Zealand,NZL,1910,98.5,5.04,1037814.0,Oceania
New Zealand,NZL,1915,98.5,5.48,1136447.0,Oceania
New Zealand,NZL,1920,98.5,5.87,1239349.0,Oceania
New Zealand,NZL,1925,98.5,6.31,1358344.0,Oceania
New Zealand,NZL,1930,98.5,6.84,1481347.0,Oceania
New Zealand,NZL,1935,98.5,7.57,1559205.0,Oceania
New Zealand,NZL,1940,98.5,7.95,1638415.0,Oceania
New Zealand,NZL,1945,98.5,8.31,1763050.0,Oceania
New Zealand,NZL,1950,98.5,9.34,1911265.0,Oceania
New Zealand,NZL,1955,98.5,9.67,2139674.0,Oceania
New Zealand,NZL,1960,98.5,10.12,2379482.0,Oceania
New Zealand,NZL,1965,98.5,10.18,2636493.0,Oceania
New Zealand,NZL,1970,98.5,11.17,2822184.0,Oceania
New Zealand,NZL,1975,98.5,12.03,3094039.0,Oceania
New Zealand,NZL,1980,98.5,11.81,3146325.0,Oceania
New Zealand,NZL,1985,98.5,11.81,3268030.0,Oceania
New Zealand,NZL,1990,98.5,11.69,3396981.0,Oceania
New Zealand,NZL,1995,98.5,11.81,3674434.0,Oceania
New Zealand,NZL,2000,98.5,11.98,3857576.0,Oceania
New Zealand,NZL,2005,98.5,12.0,4135002.0,Oceania
New Zealand,NZL,2010,98.5,11.12,4347766.0,Oceania
New Zealand,NZL,2015,98.5,10.91,4614035.0,Oceania
New Zealand,NZL,2020,98.5,10.81,5069895.0,Oceania
Nicaragua,NIC,1870,37.5,0.16,359284.0,North America
Nicaragua,NIC,1875,37.5,0.2,385092.0,North America
Nicaragua,NIC,1880,37.5,0.25,414091.0,North America
Nicaragua,NIC,1885,37.5,0.31,445183.0,North America
Nicaragua,NIC,1890,37.5,0.38,478516.0,North America
Nicaragua,NIC,1895,37.5,0.46,514246.0,North America
Nicaragua,NIC,1900,37.5,0.86,553531.0,North America
Nicaragua,NIC,1905,37.5,1.01,602367.0,North America
Nicaragua,NIC,1910,37.5,1.09,656534.0,North America
Nicaragua,NIC,1915,37.5,1.17,715547.0,North America
Nicaragua,NIC,1920,37.5,1.28,769730.0,North America
Nicaragua,NIC,1925,37.5,1.41,797440.0,North America
Nicaragua,NIC,1930,37.5,1.48,828973.0,North America
Nicaragua,NIC,1935,37.5,1.5,908456.0,North America
Nicaragua,NIC,1940,37.5,1.52,1008702.0,North America
Nicaragua,NIC,1945,37.5,1.54,1154785.0,North America
Nicaragua,NIC,1950,37.5,1.54,1331445.0,North America
Nicaragua,NIC,1955,37.5,1.83,1536247.0,North America
Nicaragua,NIC,1960,37.5,2.19,1782371.0,North America
Nicaragua,NIC,1965,37.5,2.61,2072687.0,North America
Nicaragua,NIC,1970,37.5,3.07,2423065.0,North America
Nicaragua,NIC,1975,37.5,3.38,2816947.0,North America
Nicaragua,NIC,1980,37.5,3.84,3252404.0,North America
Nicaragua,NIC,1985,37.5,4.21,3706480.0,North America
Nicaragua,NIC,1990,37.5,4.64,4162566.0,North America
Nicaragua,NIC,1995,37.5,5.19,4642933.0,North America
Nicaragua,NIC,2000,37.5,5.7,5022636.0,North America
Nicaragua,NIC,2001,77.0,1.54,5087827.0,North America
Nicaragua,NIC,2005,78.0,6.28,5342108.0,North America
Nicaragua,NIC,2010,78.0,6.82,5737451.0,North America
Nicaragua,NIC,2015,78.0,7.25,6149417.0,North America
Nicaragua,NIC,2020,78.0,7.76,6565267.0,North America
Niger,NER,1870,14.0,0.01,1095798.0,Africa
Niger,NER,1875,14.0,0.01,1129354.0,Africa
Niger,NER,1880,14.0,0.01,1164495.0,Africa
Niger,NER,1885,14.0,0.01,1200593.0,Africa
Niger,NER,1890,14.0,0.01,1237673.0,Africa
Niger,NER,1895,14.0,0.01,1275761.0,Africa
Niger,NER,1900,14.0,0.01,1320431.0,Africa
Niger,NER,1905,14.0,0.01,1403107.0,Africa
Niger,NER,1910,14.0,0.01,1494234.0,Africa
Niger,NER,1915,14.0,0.01,1573259.0,Africa
Niger,NER,1920,14.0,0.07,1649641.0,Africa
Niger,NER,1925,14.0,0.12,1762234.0,Africa
Niger,NER,1930,14.0,0.16,1887949.0,Africa
Niger,NER,1935,14.0,0.24,2015064.0,Africa
Niger,NER,1940,14.0,0.27,2154703.0,Africa
Niger,NER,1945,14.0,0.3,2338794.0,Africa
Niger,NER,1950,14.0,0.33,2597818.0,Africa
Niger,NER,1955,14.0,0.35,3035284.0,Africa
Niger,NER,1960,14.0,0.38,3505056.0,Africa
Niger,NER,1965,14.0,0.4,4049700.0,Africa
Niger,NER,1970,14.0,0.45,4650272.0,Africa
Niger,NER,1975,14.0,0.53,5317022.0,Africa
Niger,NER,1980,14.0,0.67,6135968.0,Africa
Niger,NER,1985,14.0,0.85,7118457.0,Africa
Niger,NER,1990,14.0,1.08,8286066.0,Africa
Niger,NER,1995,14.0,1.28,9714537.0,Africa
Niger,NER,2000,14.0,1.43,11509634.0,Africa
Niger,NER,2001,14.0,0.3,11920648.0,Africa
Niger,NER,2005,29.0,1.62,13756192.0,Africa
Niger,NER,2010,29.0,1.95,16548833.0,Africa
Niger,NER,2012,31.0,0.3,17836770.0,Africa
Niger,NER,2015,31.0,2.44,19939496.0,Africa
Niger,NER,2018,33.04745,0.3,22188074.0,Africa
Niger,NER,2020,33.04745,3.04,23717615.0,Africa
Niger,NER,2022,35.60971,0.3,25311978.0,Africa
Nigeria,NGA,1950,12.5,2.72,37283019.0,Africa
Nigeria,NGA,1991,55.0,2.72,99720161.0,Africa
Nigeria,NGA,2003,55.0,2.72,137202646.0,Africa
Nigeria,NGA,2006,70.0,2.72,149077335.0,Africa
Nigeria,NGA,2016,58.22134,2.72,195443698.0,Africa
Nigeria,NGA,2021,63.15554,2.72,218529286.0,Africa
Niue,NIU,1950,92.5,2.72,4519.0,Oceania
Norfolk Island,NFK,1950,87.5,2.72,,Oceania
North Korea,PRK,2008,100.0,2.72,24764620.0,Asia
North Macedonia,MKD,1994,94.0,2.72,1992669.0,Europe
North Macedonia,MKD,2002,96.0,2.72,2074482.0,Europe
Norway,NOR,1870,98.5,4.2,1739532.0,Europe
Norway,NOR,1875,98.5,4.44,1828260.0,Europe
Norway,NOR,1880,98.5,4.66,1916359.0,Europe
Norway,NOR,1885,98.5,4.89,1962737.0,Europe
Norway,NOR,1890,98.5,5.1,2011552.0,Europe
Norway,NOR,1895,98.5,5.4,2117605.0,Europe
Norway,NOR,1900,98.5,5.7,2232623.0,Europe
Norway,NOR,1905,98.5,6.06,2315246.0,Europe
Norway,NOR,1910,98.5,6.36,2399597.0,Europe
Norway,NOR,1915,98.5,6.62,2518725.0,Europe
Norway,NOR,1920,98.5,6.54,2642453.0,Europe
Norway,NOR,1925,98.5,6.75,2733298.0,Europe
Norway,NOR,1930,98.5,6.91,2820108.0,Europe
Norway,NOR,1935,98.5,7.04,2903294.0,Europe
Norway,NOR,1940,98.5,7.19,2994493.0,Europe
Norway,NOR,1945,98.5,7.34,3131436.0,Europe
Norway,NOR,1950,98.5,7.43,3265199.0,Europe
Norway,NOR,1955,98.5,7.45,3428532.0,Europe
Norway,NOR,1960,98.5,7.53,3581119.0,Europe
Norway,NOR,1965,98.5,7.96,3723173.0,Europe
Norway,NOR,1970,98.5,8.47,3875351.0,Europe
Norway,NOR,1975,98.5,8.77,4007368.0,Europe
Norway,NOR,1980,98.5,9.32,4085603.0,Europe
Norway,NOR,1985,98.5,10.16,4152399.0,Europe
Norway,NOR,1990,98.5,10.79,4241440.0,Europe
Norway,NOR,1995,98.5,11.31,4358991.0,Europe
Norway,NOR,2000,98.5,11.56,4490864.0,Europe
Norway,NOR,2005,98.5,11.91,4623120.0,Europe
Norway,NOR,2010,98.5,11.65,4889160.0,Europe
Norway,NOR,2015,98.5,12.11,5189777.0,Europe
Norway,NOR,2020,98.5,12.08,5379275.0,Europe
Oman,OMN,1950,3.0,2.72,456997.0,Asia
Oman,OMN,2003,66.0,2.72,2363801.0,Asia
Oman,OMN,2008,87.0,2.72,2626536.0,Asia
Oman,OMN,2010,87.0,2.72,2757450.0,Asia
Oman,OMN,2015,93.0,2.72,4184898.0,Asia
Oman,OMN,2017,96.0,2.72,4537397.0,Asia
Oman,OMN,2018,96.0,2.72,4597878.0,Asia
Oman,OMN,2020,97.0,2.72,4522502.0,Asia
Oman,OMN,2022,97.0,2.72,4730229.0,Asia
Pakistan,PAK,1870,17.5,0.01,15878377.0,Asia
Pakistan,PAK,1875,17.5,0.01,16236174.0,Asia
Pakistan,PAK,1880,17.5,0.01,16623174.0,Asia
Pakistan,PAK,1885,17.5,0.01,17019166.0,Asia
Pakistan,PAK,1890,17.5,0.01,17424352.0,Asia
Pakistan,PAK,1895,17.5,0.01,17838938.0,Asia
Pakistan,PAK,1900,17.5,0.02,18263133.0,Asia
Pakistan,PAK,1905,17.5,0.13,18697153.0,Asia
